107345	16	60768
12475	2	85750
94296	30	111565
62880	2	46972
43680	9	6896
26234	30	60479
82973	7	109297
46715	4	103502
14806	2	69526
88890	30	95196
47333	0	71039
35946	33	103485
72898	16	44899
89329	30	60207
8875	2	80638
123007	2	33914
19767	7	66549
117839	2	89374
959	2	42905
65101	2	61515
74915	30	115537
2063	2	33360
29519	2	3237
45960	7	46755
80919	2	55214
114336	30	114668
120934	30	22427
28808	30	56089
66957	30	103550
83862	2	14609
16877	2	91413
51029	2	58447
109311	2	64415
75829	30	9086
116170	30	64151
69997	0	76609
71588	30	118835
44532	30	60308
75922	30	118888
41997	16	87883
17855	30	24199
88831	30	36668
82944	33	103485
55828	2	88072
64466	2	36175
113189	2	77160
55935	16	14053
56041	2	5720
63059	16	87808
113805	30	79593
40554	30	34354
14525	23	23046
68795	30	86835
10006	30	90132
60726	30	54147
72010	30	84382
65707	2	20561
1405	4	8476
47500	30	61981
95757	2	62620
27627	2	120007
39297	2	70065
15010	30	97028
106352	2	7760
2645	30	8943
123096	7	65919
8882	33	103485
32824	2	21577
12493	30	11660
79602	30	76931
92995	3	46571
78063	7	53114
109209	8	111013
72668	30	86981
105113	2	70389
96290	33	103485
90572	2	4870
57151	33	103485
95517	2	116852
24069	8	32981
7575	30	73813
109368	30	32859
57255	2	109928
4331	33	103485
64528	2	92785
35328	30	107022
1843	30	23955
87498	36	6915
107907	2	87801
118940	2	51151
94367	4	116960
56702	30	35920
73556	7	119810
72004	2	75524
16131	23	12064
60930	2	33722
25611	33	103485
99663	16	90518
91332	30	11559
58407	2	77292
34722	2	113844
57717	2	122768
121340	2	39613
102860	30	116393
77867	30	102659
28172	30	11502
36822	30	94881
104619	30	50793
121353	2	27914
81416	30	24431
34489	30	57825
71521	30	5650
35786	0	68259
35150	13	93197
20131	7	48649
19621	30	85718
68178	18	67026
21552	2	4471
26802	13	55965
84227	2	44882
93710	34	74976
121710	13	19504
16314	35	45685
80389	30	32384
66957	2	103550
93974	2	50265
6691	33	103485
40138	30	31877
100453	30	7904
83340	2	114684
53566	30	57199
32124	10	57279
40626	30	13894
118720	30	88699
117875	16	52653
90981	2	46350
25773	2	78551
20816	30	3141
105773	16	103134
40699	30	32991
35376	33	103485
47289	30	27718
38162	2	80217
17430	16	103134
35624	2	50846
58242	33	103485
7263	16	35150
106320	30	71552
85493	30	89696
54064	2	30802
75991	7	70643
108969	30	84321
39867	21	1489
5847	36	101948
49324	35	25591
66855	30	64190
36230	30	87012
77017	30	4834
99105	2	13728
7776	11	32731
57400	30	7904
32612	30	60832
5437	33	103485
13362	30	61794
10583	2	6237
80219	2	84368
107523	33	103485
91577	2	97542
67360	30	34354
112871	2	51133
92679	33	103485
3086	30	60676
4864	30	66032
74687	2	34354
6416	30	57132
104726	30	26494
15176	2	43826
78298	2	93478
2714	2	72702
36183	2	25287
16730	30	109895
100348	2	61017
21210	2	31649
97386	2	113160
122229	2	108952
66115	2	54316
68350	30	105079
104763	30	52319
3508	2	88512
109293	30	4176
93848	7	101405
95193	33	103485
67690	30	100639
9582	2	24397
82103	2	20727
67469	30	9441
87130	0	388
68570	30	112554
14511	30	5029
50212	30	110232
93876	2	121970
7783	2	421
88492	2	7259
68145	16	101153
90851	30	36944
17486	30	36859
55529	2	47077
54206	8	103244
48498	33	103485
69931	2	24690
17070	8	24743
3697	0	117965
86760	34	81421
16435	30	93730
22910	30	86152
48691	30	117956
114983	30	35255
55934	0	65902
8620	30	106266
15201	33	103485
60593	2	101970
10891	30	7478
100938	33	103485
107820	23	122038
27685	2	96437
102597	7	112942
99111	2	6319
117557	8	14581
19813	30	5505
25953	30	32822
94973	2	43754
78524	30	100540
115474	8	18567
42506	30	92093
51654	2	5202
65890	7	65294
64997	16	120258
53257	2	90783
121087	2	9473
35900	33	103485
2457	2	20667
2190	2	24248
82817	30	46646
122052	16	35150
689	16	95624
112052	30	24580
31437	16	77956
76736	33	103485
89255	2	52476
119246	33	103485
46168	6	50195
68379	36	11684
5309	2	112303
33784	30	27879
52179	2	43903
23208	33	103485
99615	30	77732
93154	30	41927
67566	30	81063
101530	2	7207
42631	30	62888
102209	3	46571
22945	30	105551
30208	30	18841
89729	30	15936
38948	2	111502
57750	2	95957
97406	16	81486
40615	30	121867
85938	8	48349
38228	2	95229
45526	24	47372
94014	2	80382
113573	7	32318
46352	30	31010
74138	16	69714
34935	2	94639
53014	0	17364
74929	30	37320
97139	8	25786
10391	30	97295
59773	16	77400
19270	33	103485
75642	33	103485
79489	0	119056
45968	2	91803
91232	0	10934
106928	2	9166
100124	34	50048
23993	33	103485
79317	2	8637
101153	20	77484
18139	2	118586
81535	30	84371
31736	14	60768
77026	33	103485
45801	30	14905
23971	30	48583
53921	2	3305
19970	7	105056
118875	2	77510
1937	2	102557
88400	30	53489
22626	30	68449
73689	2	73592
16253	28	105201
66800	30	21155
30669	2	88876
18515	8	90105
11375	10	79287
74846	2	94333
105477	27	45889
34890	21	12669
2182	30	86456
105740	16	119537
24743	8	74229
21221	30	94680
44785	2	10888
35119	30	111241
83425	30	64048
7093	30	12391
29101	12	103134
75816	0	32178
9251	30	90132
35236	30	82365
59350	30	4767
18729	2	50265
13317	2	107082
55094	30	24728
16030	33	103485
38695	33	103485
27576	2	42453
119070	30	89930
5037	2	113806
77190	3	90104
109326	2	6870
111961	2	48984
10549	30	78559
50242	30	39491
75138	2	72220
54972	30	81854
46013	2	29754
70651	2	18211
114605	16	10112
61001	0	99231
